first_name,last_name,age,state
Lori,Diaz,79,MD
Fred,Hansen,2,OH
Kelly,Kennedy,11,KY
Philip,Banks,10,MI
Harry,Russell,13,TX
Karen,Boyd,27,FL
Chris,Bennett,79,NY
Carl,Evans,12,LA
Jack,Garza,65,NV
Jesse,Morris,69,MO
Edward,Lawrence,67,MD
Laura,Garza,27,PA
Jose,Ruiz,71,TX
Frank,Cole,80,SD
Scott,Frazier,68,NV
Ernest,White,56,IN
Rachel,Jenkins,76,CA
Rachel,Clark,25,NY
Wanda,Snyder,76,KS
Chris,Sanders,67,VA
Joyce,Pierce,1,NY
Joe,Nelson,27,NC
Billy,Rice,63,SD
Peter,Collins,72,MO
Janice,Moreno,65,NE
Sean,Ferguson,68,CA
Jean,Grant,28,WA
Andrea,Mason,35,DC
Anne,Griffin,59,TX
Paula,Wheeler,73,IL
Sarah,Price,9,HI
Benjamin,Perry,73,OH
Sarah,Oliver,4,MI
Diane,Mcdonald,22,SD
Debra,Garza,51,NM
Jean,Kennedy,69,PA
Lillian,Hughes,65,NC
Theresa,Phillips,9,SC
Brenda,Porter,10,TN
Martha,Holmes,66,IL
Alice,Alvarez,20,IL
Gary,Day,66,NY
Diane,Edwards,80,FL
Rebecca,Reynolds,3,MO
Peter,Graham,62,TX
Christopher,Simmons,9,CA
Nancy,Martin,66,AL
Sean,Alexander,57,TX
Mildred,Hart,8,IA
Andrew,Harvey,45,AZ
Paula,Rodriguez,48,NC
Craig,Hunt,67,WI
Albert,Meyer,57,HI
Elizabeth,Walker,40,TX
Marilyn,Howard,27,MO
Andrew,Hawkins,80,CA
Bonnie,Edwards,18,OK
Emily,Sullivan,64,CA
Nicole,Duncan,23,FL
Diana,Wright,56,WV
Martin,Henderson,2,NY
Rachel,Hicks,10,TX
Teresa,Alvarez,34,FL
Amanda,Cunningham,10,DC
Frances,Reyes,79,TX
Nicholas,Bell,14,AL
Russell,Weaver,49,TN
Jesse,West,12,DC
Thomas,Kim,78,MN
Jerry,Mitchell,23,TX
Marie,Knight,56,FL
Margaret,Boyd,9,TX
Harry,Castillo,61,FL
Elizabeth,Fernandez,38,GA
Rose,Hart,11,DC
Jeremy,Fields,78,AL
Deborah,Powell,19,CA
Wayne,Wagner,42,AR
Patrick,Johnson,46,WA
Paul,Hicks,6,KS
Edward,Rodriguez,54,CA
Christina,Sanchez,4,NY
Maria,Mendoza,52,CO
Amy,Hanson,75,NY
Joseph,Bishop,76,CA
Tina,Coleman,60,FL
Samuel,Adams,66,TX
Virginia,Moreno,12,TN
Anna,Long,35,CT
Theresa,Lynch,61,CA
Daniel,Butler,63,WV
Keith,Stephens,62,TX
Ann,Tucker,64,OH
Samuel,Ramirez,57,IN
Stephanie,Morgan,54,KY
Susan,Pierce,62,MO
James,Stevens,60,TX
Lori,Palmer,63,IN
Daniel,Brown,37,NY
Russell,Carr,25,NY
Marie,Chapman,58,FL
Julie,Thomas,5,FL
Deborah,Matthews,32,HI
Angela,Gomez,14,NE
Randy,Gilbert,14,AZ
Judy,Stevens,18,NC
Doris,Jones,79,FL
Joe,Bryant,44,CA
Todd,Hall,7,TX
Mary,Bell,59,KY
Charles,Lewis,1,MN
Judith,Matthews,66,DC
Teresa,Robertson,73,TX
Bonnie,Tucker,80,NM
Aaron,Morris,33,AZ
Antonio,Johnston,73,MA
Ruby,Anderson,2,TN
Harry,Torres,17,DC
Jeffrey,Snyder,68,NC
Adam,Fox,51,NE
Rebecca,Ellis,21,OK
Edward,Nichols,76,VA
Anne,Barnes,40,TX
Matthew,Vasquez,67,NY
Jessica,Larson,36,CO
Howard,Carr,31,TX
Christine,Gutierrez,66,TN
Nicole,Alexander,70,CA
Brandon,Shaw,71,CA
Carolyn,Gomez,72,TX
Aaron,Cruz,48,IL
Earl,Cruz,18,DC
Larry,Robinson,74,IA
Joe,Hayes,22,MI
Randy,Sullivan,8,GA
Gary,Turner,74,MA
Harry,Hart,76,NC
Willie,Meyer,79,CA
Ryan,Snyder,50,DC
Ernest,Castillo,25,TX
Janet,Lawrence,73,NC
Christina,Murphy,49,IN
Jimmy,Berry,78,MT
Shirley,Ray,61,NY
Steve,Bailey,69,CA
Janet,Ryan,17,FL
Catherine,Gardner,76,OH
Christine,Fields,69,NC
Howard,Fields,36,AZ
Benjamin,Hall,80,CA
Christina,Davis,67,CA
Joe,Rivera,35,CA
Irene,Kelley,29,CA
Christine,Carr,15,MA
Ernest,Cox,9,NE
Earl,West,5,LA
Jimmy,Little,43,VA
Frances,Willis,6,TX
Julia,Collins,11,MI
Patricia,Peters,76,CA
Adam,James,52,MT
Louise,Ortiz,77,WI
Raymond,Hunter,62,UT
Patricia,Mills,48,WV
Scott,Sims,67,TX
Melissa,Welch,76,AZ
Louise,Kim,3,CA
Gary,Baker,38,CT
Earl,Anderson,11,AZ
Cheryl,Garza,1,LA
Ernest,Wallace,57,MI
Benjamin,Duncan,72,MO
Lillian,Romero,44,OH
Jennifer,Fisher,66,KS
Wanda,Garrett,43,WA
Wanda,Jenkins,12,NC
Phillip,Fowler,2,MO
Nicole,Little,30,WV
Kathy,Reed,78,PA
Mary,Mcdonald,75,AL
Andrew,Perry,50,CA
Howard,Webb,40,CA
James,Johnston,7,UT
Thomas,Stone,1,FL
Kathleen,Reynolds,79,FL
Kelly,Watson,47,GA
Janice,Mcdonald,79,CA
William,Greene,19,TN
Amy,Young,55,CA
Adam,Ramirez,2,TX
William,Mills,79,TX
Julie,Lawrence,48,LA
Irene,Weaver,60,FL
Gary,Robinson,67,NY
Charles,Ortiz,19,TX
Julia,Little,39,VA
Gary,Stone,48,GA
Matthew,Hunt,42,CA
Denise,Evans,54,TX
Jason,Williamson,7,PA
Gregory,Payne,65,TX
Andrew,Lee,31,TN
Frank,Johnston,43,NY
Pamela,Mills,29,CA
Kelly,Evans,43,VA
Patricia,Henderson,36,TN
Judith,West,54,KS
Rose,Chavez,24,CA
Heather,Andrews,53,FL
Sarah,Shaw,32,OH
Harold,Hernandez,52,TX
Sean,Miller,26,CA
Johnny,Johnston,63,IA
Melissa,Mendoza,54,CO
Randy,Perry,5,FL
William,Allen,14,CO
Bonnie,Ferguson,55,CA
Samuel,Chavez,46,TX
Evelyn,Green,78,FL
Michael,Murphy,52,MN
Michael,Burke,16,ID
Eric,Rogers,59,AK
Steve,Perry,62,AL
Laura,Watson,53,NV
Robert,Chapman,63,AL
Mary,Fernandez,16,MN
Jesse,Lopez,75,AL
Gloria,Carroll,11,UT
Jimmy,Adams,70,NJ
George,Williamson,36,OH
Elizabeth,Butler,14,IA
Clarence,Turner,33,MN
Alan,Thompson,35,AZ
Antonio,Carroll,64,CA
George,Fernandez,56,KS
Brian,Medina,65,FL
Rachel,Stanley,47,NJ
Marilyn,Stephens,26,LA
Philip,Baker,11,KY
Nicole,Clark,70,ID
Keith,Bell,39,TX
Terry,Moore,36,KY
Ralph,Smith,79,NY
Paul,Schmidt,66,CT
Frances,West,3,FL
Helen,Wright,31,IL
Kelly,Graham,3,NY
Barbara,Wilson,22,NM
David,Sanchez,64,VA
Keith,Patterson,64,TX
Jesse,Wallace,64,OH
Sean,Scott,38,TN
Frances,Perkins,73,FL
Ruth,Scott,35,IA
Brandon,Miller,28,MS
Ryan,Griffin,40,TX
Aaron,Lynch,51,AL
Nicholas,Miller,16,OH
Harry,Harrison,29,MN
James,Williams,67,CA
Pamela,Anderson,31,CA
Kimberly,Garcia,38,NY
Russell,Peters,35,AL
Kathleen,Baker,67,PA
Wanda,Gutierrez,53,MD
Lillian,Ford,40,CA
Jack,Williams,73,CA
Melissa,Robertson,70,OR
Ronald,Arnold,63,WA
Gloria,Fields,41,ME
Christine,Romero,67,OH
George,Meyer,22,MO
Peter,Walker,73,KS
Judith,Moore,42,FL
Jennifer,Ross,33,NC
Melissa,Watson,26,DC
Judith,Crawford,59,CA
Mark,Fox,51,NV
Larry,Adams,8,MD
Joan,James,23,TX
Jerry,Gonzales,16,LA
Laura,Ellis,50,OH
Kathryn,Freeman,76,DC
Clarence,Stevens,15,MO
Jeremy,Morales,73,CO
William,Mills,2,WA
Harry,Simpson,79,NY
Todd,Hunt,40,CA
Roger,Powell,64,KS
Susan,Bishop,30,NY
Brian,Alvarez,33,DC
Julia,Lawson,47,NY
David,Payne,38,NY
Joe,Duncan,71,MO
Randy,Rogers,34,CT
Christopher,Spencer,78,OH
Kathleen,Adams,78,IN
Johnny,Mccoy,36,NJ
Gloria,Stanley,70,CA
Marilyn,Brown,41,MI
Jennifer,Knight,18,NM
Carlos,Morgan,78,PA
Henry,Howell,53,TX
Christine,Boyd,24,OH
Scott,Lawrence,38,MO
Patricia,Graham,30,AZ
Aaron,Reynolds,19,TX
Janet,Sanders,80,VA
Wayne,Ford,46,WA
Mildred,Burton,70,IL
Wanda,Powell,77,MD
Daniel,Stone,68,TX
Keith,Alexander,21,MA
Shirley,Fisher,53,IL
Heather,Ford,42,TX
Shawn,Miller,54,FL
Nicole,Riley,20,LA
Alan,Payne,77,MA
Anthony,Robertson,41,OH
Paula,Shaw,14,TX
Scott,Hamilton,15,VA
Bobby,Lopez,53,MS
Timothy,Miller,22,TX
Norma,Reid,59,MN
Ralph,Walker,76,FL
Diana,Morris,2,LA
Carl,Garrett,12,NY
Andrew,Webb,34,TX
Charles,Adams,66,SC
Robert,Griffin,2,TX
Kelly,Thompson,29,CA
Sharon,Elliott,31,CA
Ernest,Diaz,63,TN
Lawrence,Adams,62,OH
Lillian,Watson,13,OK
Joe,Cooper,12,TX
Edward,Armstrong,58,MA
Timothy,Wright,27,IA
Brian,Gonzales,66,MD
Janice,Rogers,67,GA
Ruth,Ruiz,28,CA
Terry,Dixon,6,IN
Timothy,Martin,80,CA
Howard,Cox,68,IN
Debra,Jenkins,13,TX
Mary,Franklin,11,OH
Christine,Garrett,48,CT
Elizabeth,Hayes,3,UT
Cheryl,Wheeler,77,FL
Martha,Gonzales,48,TX
Mark,Powell,50,MI
Diane,Spencer,10,OH
Jennifer,Patterson,47,FL
Dorothy,Gardner,42,TX
Kelly,Ruiz,2,CA
Arthur,Russell,59,TX
Henry,Hicks,74,MO
Kelly,Frazier,60,CO
Cheryl,Cook,9,TX
Sara,Romero,3,MI
Roger,Banks,58,CA
Kelly,Kennedy,7,AR
Sean,Daniels,78,FL
Kathryn,Frazier,65,MI
Melissa,Robinson,77,DC
Lori,Lawrence,80,CA
Jeremy,Larson,6,AZ
Gregory,Ford,23,IA
Jane,Wheeler,76,TN
Arthur,Spencer,23,CA
Evelyn,Roberts,5,PA
Evelyn,Hayes,13,OH
Matthew,George,25,CA
Larry,Ortiz,35,IN
Angela,Bowman,64,CA
Janet,Hart,52,MO
Dorothy,Nelson,3,FL
Mildred,Frazier,55,IL
Henry,Fuller,80,PA
Jennifer,Perez,28,WA
Alan,Hamilton,68,MN
Keith,Payne,43,IN
Ryan,Schmidt,72,CA
Clarence,Howard,78,OR
Steve,Cook,58,IN
Todd,Webb,3,MO
Jacqueline,Howell,4,NC
Benjamin,Howell,34,TX
Frances,Olson,73,NY
Jimmy,Rogers,56,TN
John,Coleman,67,MI
Johnny,Stewart,27,CA
Julia,Wilson,51,OH
Wayne,Reid,73,KY
Eugene,Allen,2,CA
Kimberly,Dean,77,OH
Joshua,Holmes,76,FL
Andrea,Lee,76,LA
Diane,Kennedy,58,LA
Steve,Kim,80,TN
Ryan,Castillo,77,TX
Philip,Ramirez,13,FL
Paul,Olson,75,MI
Gregory,Edwards,67,DC
Justin,Evans,72,GA
Kathy,Owens,43,ME
Anthony,Fields,54,OK
Christine,George,64,CT
Jeremy,Patterson,48,NV
Jennifer,Patterson,52,PA
Paul,Hamilton,72,FL
Albert,Harper,70,WA
Janet,Montgomery,8,NC
Paula,Mccoy,38,TX
Beverly,Ray,21,NV
Stephen,Richards,75,KS
Martha,Cooper,23,IL
Harry,Foster,32,NM
Carlos,Rivera,31,FL
Kathryn,Hicks,75,TX
Jennifer,Bennett,44,TX
Alan,Snyder,65,NY
Ann,Reid,52,KY
Carlos,Williams,54,NC
Scott,Fuller,54,IN
Antonio,Murray,46,CA
Brenda,Hernandez,67,LA
Charles,Kelley,68,NY
Adam,Owens,19,OH
Phillip,Ramirez,35,IA
James,Kelley,51,AZ
Arthur,Ramirez,9,MA
Alice,Hall,75,KY
Brenda,Willis,65,CA
Bruce,Garrett,2,TX
Eugene,Dixon,12,NE
Lawrence,Rivera,19,PA
Kevin,Matthews,65,OR
Melissa,Matthews,44,KY
Virginia,Carpenter,69,AL
Irene,Armstrong,37,FL
Bonnie,Reed,38,LA
Clarence,Reid,66,CT
Gary,Harvey,39,GA
Kenneth,Rivera,55,TN
John,Snyder,76,AZ
Lois,Johnston,59,GA
Marilyn,Marshall,68,FL
Randy,Torres,4,MD
Mark,Alexander,31,FL
Julia,Johnson,63,IN
Martha,Ross,67,NV
Tina,Freeman,78,NV
Martha,Mcdonald,61,MD
Diane,Ray,41,NC
Harold,Bailey,44,FL
Fred,Little,62,CA
Marie,Jenkins,53,FL
Heather,Foster,4,OH
Alice,Diaz,73,MD
Carol,Ferguson,22,TX
Patrick,Mason,14,TN
Evelyn,Henry,36,IA
Rose,Hicks,73,GA
Russell,Frazier,70,TX
Kelly,Torres,68,LA
Margaret,Reyes,74,CA
Joseph,White,58,CA
Tina,Romero,50,TX
Mary,Wood,14,OR
Phillip,Henderson,47,TX
Jeremy,Hudson,34,SC
Samuel,Kennedy,76,GA
Evelyn,Owens,72,FL
Beverly,Parker,5,FL
Ralph,Ward,23,IL
Bobby,Peterson,62,KY
Janet,Ferguson,73,TX
Ryan,Wallace,74,MS
Peter,Wood,54,AZ
Stephanie,Wagner,42,NY
Kelly,Wallace,77,DC
Michelle,Martin,28,TX
Joseph,Williamson,71,IN
Russell,Armstrong,24,OR
Amy,Perkins,54,OH
Janet,Edwards,42,CA
Keith,Frazier,59,AL
Jimmy,Cooper,17,CO
Fred,Dunn,52,SC
Joe,Williams,22,MN
Jesse,Bryant,34,KS
Jane,Henry,28,LA
Bonnie,Warren,18,AZ
Steven,Garcia,77,NY
Eric,Murray,20,MD
Frank,Cook,79,NC
Diana,Welch,54,CA
Mary,Kelly,23,DC
Maria,Day,52,FL
Jimmy,George,34,MN
Rose,Hughes,43,AL
Lawrence,Sanders,61,PA
Betty,Roberts,10,PA
Wayne,Sullivan,41,IA
Theresa,Matthews,44,NE
Steve,Fuller,75,TX
Bonnie,Fisher,67,CA
Jean,Perry,75,NY
James,James,73,CO
Joe,Harvey,24,CA
Shirley,Bradley,10,ID
Jean,Anderson,57,OR
Donald,Meyer,19,MI
Eugene,Daniels,51,MN
Kevin,Wilson,15,TX
Beverly,Watson,64,WA
Chris,James,64,OK
Emily,Banks,30,GA
Margaret,Peters,28,MO
Alan,Taylor,28,FL
Philip,Kelly,47,TN
Russell,Nichols,36,PA
Joshua,Scott,63,TX
Janet,Mccoy,60,WV
Nancy,Hicks,71,DC
Patrick,Dean,68,NY
Joe,Knight,28,LA
Phyllis,Bennett,13,FL
Andrea,Mitchell,45,OR
Larry,Graham,79,NY
Christopher,Knight,40,CA
Carl,Fernandez,7,CO
Debra,Mccoy,39,WV
Julia,Thompson,27,PA
Harold,Pierce,13,TX
Barbara,Parker,80,DC
Alice,Walker,47,KS
Lillian,Flores,63,FL
Jonathan,Mills,1,CA
Christopher,Anderson,19,WA
Kevin,Richardson,39,NY
Ronald,Carr,5,DC
Albert,Ramirez,16,FL
Carlos,Peterson,31,CA
Phyllis,Fields,73,TX
Jeremy,Nichols,46,OR
Irene,Palmer,51,WA
Ann,Jones,39,TX
Nicole,Reyes,2,WV
Tina,Lewis,72,DC
Cheryl,Torres,36,OR
Wanda,Bradley,2,CO
Rachel,Cunningham,6,PA
Angela,Robinson,8,NC
Alice,Boyd,76,LA
Julie,Carr,58,CA
Gloria,Howell,63,DC
Sandra,Rivera,80,CA
Gregory,Mitchell,20,CA
Julie,Fisher,44,PA
Johnny,Peters,44,CA
Amy,Mccoy,22,TN
Jacqueline,Moore,38,TX
Louise,Ferguson,26,UT
Susan,Perez,39,CO
Nicole,Bryant,3,AR
Robert,George,23,LA
Ralph,Watkins,55,MT
Henry,Armstrong,42,PA
Donna,Hamilton,36,NY
Jack,Ward,28,CA
Frank,Hall,71,NY
Annie,West,69,CA
Evelyn,Fuller,17,MS
Lois,Ray,72,TX
Kevin,Riley,24,TX
Harold,Jacobs,69,TX
Jesse,Long,21,UT
Annie,Fowler,32,VA
Betty,Holmes,57,OH
Christopher,Howard,58,WV
Brenda,George,16,OH
Aaron,Shaw,65,NY
Kevin,Baker,34,FL
Gregory,Brown,13,KS
Howard,Jordan,27,KY
Raymond,James,64,PA
Sean,Chapman,44,TX
Kevin,Mcdonald,60,FL
Carol,Jacobs,30,CT
Alice,Ford,75,MO
William,Brooks,64,NV
Jimmy,Miller,23,GA
Patricia,Rice,74,DC
Christine,Reed,37,CA
Linda,Griffin,10,TX
Paula,Garza,67,FL
Martin,Morris,18,DC
Ann,Bailey,2,FL
Brenda,Fernandez,74,NC
Jennifer,Cooper,33,CA
Kelly,Kelly,67,VA
Brandon,Moreno,80,MD
Rachel,Ward,35,MA
Justin,Hunter,1,OR
Donna,Davis,29,GA
Linda,Carpenter,28,WI
Ronald,Wallace,68,TX
Howard,Kelley,2,CA
Ralph,Scott,2,GA
Alan,Stanley,73,CA
Jean,Mendoza,43,TX
Jane,Gutierrez,63,TX
Gerald,Rose,70,LA
Laura,Freeman,41,PA
Louise,Powell,73,TX
Ruby,Gutierrez,60,TX
Phyllis,Ellis,59,CO
Sandra,Little,1,NY
Irene,Ellis,11,NC
Ann,Gilbert,11,MN
Terry,Shaw,49,CO
Joshua,Hicks,16,CA
Andrew,Marshall,30,TX
Jonathan,Martin,41,CA
Martha,Murray,19,SC
Kelly,Gibson,7,NV
Doris,Black,49,IA
Lori,Fields,73,CA
Jesse,Hanson,20,NV
Marilyn,Shaw,5,NY
Scott,Hanson,24,NY
Shirley,Ward,29,CA
Jean,Dunn,9,AL
Robert,Bennett,8,VA
Ruth,Stanley,52,AL
Willie,Wood,30,AR
Clarence,Banks,16,CA
Matthew,Thompson,38,NY
Anne,Nelson,64,FL
Martha,Henry,60,CO
Eric,Ryan,14,MA
Irene,Wagner,74,UT
Juan,Black,79,TX
Johnny,Gonzalez,38,CA
Betty,Nguyen,40,MI
Sean,Long,14,FL
Joshua,Palmer,64,VA
Adam,Spencer,69,NC
Victor,Murray,67,CO
Kathy,Jones,72,TX
Julia,Kim,2,NM
Evelyn,Perry,46,FL
Daniel,Fuller,7,AZ
Paula,Rivera,60,ID
Gregory,Henry,61,MN
Louis,Bishop,45,MN
Norma,Palmer,58,MA
Nicole,Wheeler,18,MI
Louise,Harris,43,CT
Billy,Bradley,1,ID
Bruce,Robertson,78,TX
Kimberly,Meyer,75,TX
Linda,Tucker,45,IN
Paul,Dean,22,OH
Samuel,Nichols,7,LA
Joseph,Sanders,6,IA
Amanda,Harris,8,VA
Anna,Roberts,74,NM
Richard,Johnson,12,MO
Mary,Hicks,65,MN
Helen,Cook,52,TX
Gloria,Kim,70,IN
Randy,Jordan,53,VA
William,Fields,2,CA
Harold,Hayes,74,DC
Kenneth,Kim,61,MA
Terry,Lopez,36,MD
Chris,Kelley,64,AL
Fred,Garcia,77,FL
Jesse,Rodriguez,49,MN
Judy,Clark,70,NC
Maria,Lee,62,MI
Steven,Owens,77,OR
Teresa,Ramirez,25,SC
Helen,Weaver,72,AZ
Kathryn,Baker,38,NY
Phyllis,Reed,74,FL
John,Chapman,40,VA
Julie,Ryan,39,CT
Patricia,Anderson,70,FL
Carlos,Payne,12,VA
Sharon,Wood,63,TX
Ashley,Torres,18,LA
Steve,Mason,25,OK
Joshua,Howell,63,MN
Billy,Owens,20,AL
Joshua,Washington,27,TN
Angela,Campbell,78,GA
Norma,Fox,13,TX
Juan,Rogers,22,NY
Jonathan,Morris,69,OH
Joseph,Walker,11,IL
Henry,Lee,37,NJ
Henry,Evans,29,MD
Tina,Gardner,25,CA
Lori,Richards,5,NV
Randy,Garcia,75,NJ
Julia,Oliver,64,VA
Mary,Lane,48,OH
Steve,Moreno,1,TX
Larry,Shaw,60,PA
Albert,Dunn,19,TX
Mildred,Johnston,42,TX
Harold,Hicks,35,WV
Jessica,Smith,28,OK
Robin,Mills,66,NE
Rose,Taylor,69,MN
Gloria,Walker,57,NY
Brian,Bishop,63,TN
Craig,Hawkins,54,AZ
Catherine,Tucker,63,AL
Terry,Dunn,17,KY
Shawn,Ryan,27,TX
Sandra,Murray,7,CA
Anne,Weaver,25,TN
Joshua,Rivera,66,NY
Ruby,Oliver,39,FL
Anna,Williams,20,TX
Timothy,Dunn,48,AL
Michael,Weaver,62,IL
Amy,Long,56,GA
Tammy,Jones,1,TX
Betty,Ruiz,57,TN
Bruce,Moreno,27,TX
Philip,Knight,25,NV
Wayne,Collins,47,NV
Robin,Daniels,13,WA
Christina,Stone,72,WA
Patrick,Banks,9,CT
Martha,Gray,64,TX
Amy,Morgan,55,NJ
Juan,Hayes,70,CT
Daniel,Perez,41,CO
Frank,West,64,TX
George,Taylor,45,SC
Angela,Larson,73,DE
Matthew,Carr,23,DC
Norma,Cruz,61,FL
Louis,Allen,60,MO
Teresa,Howell,67,FL
Katherine,Thomas,51,DC
Wayne,Morgan,19,CA
George,Lawrence,67,NY
Kenneth,Crawford,37,KY
Adam,Martinez,23,OH
Emily,Hughes,46,NM
Judith,Lopez,53,NY
Carlos,Ramirez,64,MD
Peter,Peters,28,NY
Albert,Gardner,80,CA
Donna,Tucker,1,TX
Peter,Reed,25,MN
Dennis,Weaver,49,KS
Eugene,Harvey,11,SC
Billy,Bryant,74,SC
Louis,Warren,39,TX
Martha,Adams,32,MA
Walter,Evans,64,VA
Anna,Lane,59,NC
Irene,Williamson,66,CO
Joan,Rice,24,DC
Katherine,Flores,73,PA
Jimmy,Bell,66,FL
Nancy,Dixon,2,CA
Jane,Harris,80,WA
Edward,Matthews,71,IN
Sandra,Oliver,11,TX
Christopher,Andrews,7,TX
Johnny,Bryant,66,TX
Carlos,Williams,67,MO
Harold,Bell,31,FL
Jerry,Kennedy,69,CA
Kathy,Bell,58,UT
Roger,Nguyen,39,SC
Gary,Taylor,10,WI
Keith,Chavez,70,CA
Philip,Butler,64,AZ
Elizabeth,Hill,80,VA
Judith,Riley,61,UT
Ashley,Myers,57,WV
Judy,Simpson,66,WI
Joan,Stanley,72,MO
Laura,Coleman,51,GA
Sandra,Ellis,56,GA
Kathy,Parker,21,TX
Daniel,Burke,71,NJ
Bobby,Nguyen,79,UT
Henry,Harrison,7,GA
Mildred,Marshall,24,OK
Earl,Mason,75,TX
Carol,Chapman,27,CO
Christina,Chavez,73,NY
Steve,Carter,8,AR
Martha,Larson,29,HI
Julie,Dunn,73,MN
Donald,Wagner,30,CA
Scott,Patterson,13,FL
Scott,Ross,68,NC
John,Bennett,29,NE
Gloria,Chavez,52,AZ
Gary,Bailey,26,FL
Walter,Gray,65,TN
Raymond,Hunter,7,NH
Rebecca,Young,56,TX
Marie,Burton,69,CA
Julia,Turner,66,PA
Donna,Howell,76,TX
Katherine,Green,16,WA
Clarence,Flores,14,TX
Karen,Garcia,50,GA
Jennifer,Jenkins,24,VA
Juan,Stevens,70,WA
Marie,Gutierrez,70,AZ
Edward,Fernandez,9,CA
Anna,Welch,72,OH
Billy,Scott,41,TX
Wanda,Peters,64,WY
Kathryn,Martin,73,FL
Andrew,Flores,42,FL
Teresa,Ortiz,56,CA
Ann,Reid,55,VA
Elizabeth,Wheeler,32,MD
Kathy,Fisher,8,FL
Antonio,Miller,5,TX
Kelly,Elliott,29,MO
Jeremy,Burns,17,MD
Keith,Bennett,22,IN
Chris,Rose,67,GA
Christina,Hansen,32,NE
Deborah,Banks,5,TX
Anthony,Fuller,44,TN
Stephanie,James,44,TX
Janice,Coleman,37,CA
Andrea,Spencer,55,NY
Brenda,Fernandez,18,AZ
Julia,Harvey,13,VA
Dennis,Harris,67,VA
Philip,Long,21,FL
Roy,Larson,22,AZ
Fred,Collins,73,DC
Janice,Perkins,57,NM
Christine,Williamson,19,FL
Eric,Flores,73,AL
Theresa,Price,71,IN
Christina,Willis,48,DC
Ruth,Hawkins,20,GA
Nancy,Griffin,25,OR
Adam,Howard,22,HI
Norma,Hudson,4,PA
Martha,Brown,39,MD
Howard,Hart,1,CA
Matthew,Sims,9,CA
Eugene,Gonzalez,42,GA
Louis,West,30,DC
Judy,Long,80,NE
George,Stephens,74,CA
Amy,Ferguson,24,NY
Janet,Jacobs,58,OH
Debra,Reid,65,CA
Russell,Nelson,64,OH
Aaron,James,57,AL
Kathryn,Burton,71,PA
Virginia,Andrews,14,DC
Jason,Frazier,35,TX
Daniel,Campbell,57,CA
Gloria,Fernandez,47,GA
Jimmy,Thompson,80,CA
Wayne,Mills,22,FL
Keith,West,80,FL
Joyce,Lee,54,WA
Carlos,Price,38,NY
Joe,Harper,15,UT
Frances,Brown,74,MA
Phillip,Butler,17,OK
Kimberly,Hayes,40,MI
Philip,Carpenter,47,MA
Shawn,Young,14,SC
Rose,Moreno,22,FL
Stephen,Gray,46,SC
Louise,Stewart,17,CT
Amanda,Perkins,49,FL
Carl,Taylor,26,OH
Janet,Perkins,72,PA
Joshua,Austin,28,KY
Ruby,Garcia,52,IL
Theresa,Walker,43,CA
Rachel,Harris,13,NY
Chris,Ford,80,TN
Virginia,Morris,43,TX
Roger,Mcdonald,47,MS
Jacqueline,Ross,33,UT
Beverly,Banks,50,FL
Ernest,Phillips,37,GA
Matthew,Fowler,68,AK
Sara,Wallace,80,CA
Virginia,Myers,70,NY
Robert,Brown,61,DC
Julie,Rodriguez,58,CA
Jeremy,Gibson,61,NY
Diana,Bennett,67,IL
Karen,Hicks,62,CT
Arthur,Boyd,63,IA
Shawn,Patterson,37,FL
Wayne,Garrett,18,TX
Sandra,Kim,3,LA
Katherine,Harrison,62,CA
Craig,Cooper,4,CO
Paula,Ortiz,28,TX
Elizabeth,Ford,75,MO
Rose,Alvarez,8,IA
Carl,Tucker,75,OH
Carolyn,Ross,16,VA
James,Peterson,14,CA
Russell,Hernandez,67,LA
Craig,Carpenter,78,FL
Chris,Bell,62,IL
Bruce,Jackson,77,GA
Sharon,Lawrence,38,KS
Adam,Reid,16,CA
Jason,Lawrence,77,OH
Rose,Gomez,25,PA
Pamela,Wagner,55,LA
Catherine,Price,50,CA
Johnny,Price,62,FL
Karen,Nichols,7,NE
Lisa,Phillips,47,NE
Carl,Ellis,70,MA
Dorothy,Lopez,12,MA
Emily,Kelly,73,IN
Ruth,Murray,18,AZ
Karen,Sims,66,PA
Amy,Kelly,51,GA
Nicole,Turner,12,NC
Shawn,Peterson,10,KS
Jonathan,Russell,19,TX
Doris,Reyes,39,CA
Richard,Garrett,79,ND
Jerry,Marshall,72,NJ
Norma,Duncan,54,AL
Craig,Howell,47,NV
Patrick,Garza,30,TX
Eugene,Medina,55,TX
Joe,Phillips,4,NY
Joe,Allen,19,IN
Brian,Grant,80,TX
Willie,James,45,CA
Ruth,Ross,8,TX
Joseph,Spencer,63,AZ
Anne,Ross,30,WA
Andrea,Sims,45,NY
Christina,Garza,55,TX
Alan,Gilbert,71,VA
Sandra,Simmons,58,PA
Janet,Payne,75,MO
Elizabeth,Foster,12,AL
Mark,Bell,70,NY
Joe,Jones,23,AZ
Cheryl,Gonzales,2,AZ
Antonio,Gardner,78,FL
Brandon,Simmons,64,CO
George,Richards,78,DC
Brandon,Mills,39,MN
Frances,Stone,52,DC
Donna,Tucker,75,MA
Linda,Stevens,61,PA
Phillip,Foster,68,NC
Andrea,Larson,80,NC
Andrea,Harvey,11,CT
Daniel,White,63,FL
Tina,Lawson,65,MD
Judith,Lee,4,NY
Lois,Clark,65,CA
